Time - Voltage (FFT - (RMS))	Amplitude - Voltage (FFT - (RMS))
0	4.42018
1.020408	1.69226
2.040816	-27.9473
3.061224	-31.5928
4.081633	-36.2592
5.102041	-37.1647
6.122449	-36.7685
7.142857	-38.3979
8.163265	-36.851
9.183673	-25.1971
10.204082	-17.2323
11.22449	-13.1221
12.244898	-12.0401
13.265306	-14.9346
14.285714	-21.195
15.306122	-28.7999
16.326531	-36.7483
17.346939	-39.5669
18.367347	-40.1691
19.387755	-41.5395
20.408163	-45.0494
21.428571	-49.1052
22.44898	-43.0426
23.469388	-39.3427
24.489796	-36.3154
