Time - Voltage	Amplitude - Voltage
0.078125	-0.116504
0.078613	-2.21485
0.079102	-3.56319
0.07959	-3.69015
0.080078	-2.55727
0.080566	-0.557204
0.081055	1.62488
0.081543	3.23961
0.082031	3.725
0.08252	2.9161
0.083008	1.09557
0.083496	-1.11291
0.083984	-2.95236
0.084473	-3.78467
0.084961	-3.3208
0.085449	-1.72559
0.085937	0.450667
0.086426	2.46419
0.086914	3.61864
0.087402	3.51308
0.087891	2.18814
0.088379	0.102043
0.088867	-2.03256
0.089355	-3.48038
0.089844	-3.73729
0.090332	-2.71529
0.09082	-0.773322
0.091309	1.42513
0.091797	3.12445
0.092285	3.73603
0.092773	3.0473
0.093262	1.30199
0.09375	-0.901245
0.094238	-2.80919
0.094727	-3.75956
0.095215	-3.42199
0.095703	-1.91798
0.096191	0.233024
0.09668	2.29598
0.097168	3.55827
0.097656	3.58151
0.098145	2.36074
0.098633	0.320649
0.099121	-1.8433
0.099609	-3.3859
0.100098	-3.76993
0.100586	-2.86416
0.101074	-0.985958
0.101562	1.22086
0.102051	2.99951
0.102539	3.73328
0.103027	3.16791
0.103516	1.50381
0.104004	-0.686884
0.104492	-2.65638
0.10498	-3.72167
0.105469	-3.51148
0.105957	-2.10404
0.106445	0.0137449
0.106934	2.11912
0.107422	3.48551
0.10791	3.63694
0.108398	2.52558
0.108887	0.537297
0.109375	-1.64869
0.109863	-3.28061
0.110352	-3.79063
0.11084	-3.0034
0.111328	-1.19606
0.111816	1.01226
0.112305	2.86445
0.112793	3.71793
0.113281	3.278
0.11377	1.70086
0.114258	-0.470456
0.114746	-2.4946
0.115234	-3.67041
0.115723	-3.58922
0.116211	-2.283
0.116699	-0.204083
0.117187	1.93618
0.117676	3.40068
0.118164	3.68061
0.118652	2.68187
0.119141	0.752538
0.119629	-1.44778
0.120117	-3.16371
0.120605	-3.79865
0.121094	-3.13293
0.121582	-1.40191
0.12207	0.800041
0.122559	2.71893
0.123047	3.68918
0.123535	3.37629
0.124023	1.89198
0.124512	-0.252547
0.125	-2.32433
0.125488	-3.60819
0.125977	-3.65614
0.126465	-2.45436
0.126953	-0.422675
0.127441	1.74586
0.12793	3.30436
0.128418	3.71145
0.128906	2.82887
0.129395	0.965288
0.129883	-1.24319
0.130371	-3.03676
0.130859	-3.79346
0.131348	-3.2519
0.131836	-1.60289
0.132324	0.585443
0.132812	2.56481
0.133301	3.64977
0.133789	3.46439
0.134277	2.07714
0.134766	-0.0337904
0.135254	-2.14671
0.135742	-3.53263
0.13623	-3.70904
0.136719	-2.61768
0.137207	-0.639181
0.137695	1.54997
0.138184	3.19674
0.138672	3.73034
0.13916	2.96658
0.139648	1.17344
0.140137	-1.0334
0.140625	-2.89944
0.141113	-3.77659
0.141602	-3.36002
0.14209	-1.79928
0.142578	0.367166
0.143066	2.40151
0.143555	3.59702
0.144043	3.53973
0.144531	2.25431
0.14502	0.184778
0.145508	-1.96158
0.145996	-3.44594
0.146484	-3.75052
0.146973	-2.77234
0.147461	-0.85406
0.147949	1.34862
0.148437	3.07887
0.148926	3.73587
0.149414	3.09405
0.149902	1.37904
0.150391	-0.820572
0.150879	-2.75142
0.151367	-3.74634
0.151855	-3.45696
0.152344	-1.98905
0.152832	0.150441
0.15332	2.23001
0.153809	3.53193
0.154297	3.60353
0.154785	2.42433
0.155273	0.402523
0.155762	-1.77016
0.15625	-3.34826
0.156738	-3.77977
0.157227	-2.91796
0.157715	-1.06583
0.158203	1.14214
0.158691	2.9496
0.15918	3.72861
0.159668	3.21064
0.160156	1.57915
0.160645	-0.605253
0.161133	-2.59611
0.161621	-3.70354
0.162109	-3.54229
0.162598	-2.17246
0.163086	-0.0690069
0.163574	2.0515
0.164062	3.45495
0.164551	3.65536
0.165039	2.5861
0.165527	0.619181
0.166016	-1.57304
0.166504	-3.2377
0.166992	-3.79516
0.16748	-3.05392
0.167969	-1.27433
0.168457	0.932624
0.168945	2.81054
0.169434	3.70892
0.169922	3.31685
0.17041	1.77406
0.170898	-0.388165
0.171387	-2.43096
0.171875	-3.64941
0.172363	-3.616
0.172852	-2.34895
0.17334	-0.28734
0.173828	1.86481
0.174316	3.36553
0.174805	3.69414
0.175293	2.73841
0.175781	0.83433
0.17627	-1.37047
0.176758	-3.11743
0.177246	-3.79863
0.177734	-3.17935
0.178223	-1.47861
0.178711	0.719192
0.179199	2.66168
0.179687	3.67679
0.180176	3.41206
0.180664	1.9629
0.181152	-0.169617
0.181641	-2.25794
0.182129	-3.58069
0.182617	-3.67733
0.183105	-2.51732
0.183594	-0.504691
0.184082	1.67303
0.18457	3.2655
0.185059	3.72026
0.185547	2.88241
0.186035	1.04435
0.186523	-1.16363
0.187012	-2.98615
0.1875	-3.78941
0.187988	-3.29385
0.188477	-1.67803
0.188965	0.503314
0.189453	2.50381
0.189941	3.6314
0.19043	3.49435
0.190918	2.14464
0.191406	0.0491378
0.191895	-2.07769
0.192383	-3.5003
0.192871	-3.7257
0.193359	-2.67764
0.193848	-0.720903
0.194336	1.47404
0.194824	3.15348
0.195312	3.73362
0.195801	3.01592
0.196289	1.2518
0.196777	-0.95344
0.197266	-2.84481
0.197754	-3.76649
0.198242	-3.39829
0.19873	-1.87156
0.199219	0.28626
0.199707	2.33758
0.200195	3.57386
0.200684	3.56564
0.201172	2.3197
0.20166	0.267246
0.202148	-1.89001
0.202637	-3.4099
0.203125	-3.76255
0.203613	-2.82885
0.204102	-0.934455
0.20459	1.27081
0.205078	3.03041
0.205566	3.73469
0.206055	3.13912
0.206543	1.45515
0.207031	-0.739468
0.20752	-2.69423
0.208008	-3.73184
0.208496	-3.4909
0.208984	-2.0588
0.209473	0.0680156
0.209961	2.16271
0.210449	3.50423
0.210937	3.6246
0.211426	2.48635
0.211914	0.484923
0.212402	-1.69649
0.212891	-3.30696
0.213379	-3.7865
0.213867	-2.97035
0.214355	-1.14545
0.214844	1.06319
0.215332	2.89839
0.21582	3.72262
0.216309	3.2523
0.216797	1.65362
0.217285	-0.522652
0.217773	-2.53396
0.218262	-3.68416
0.21875	-3.57143
0.219238	-2.24029
0.219727	-0.151198
0.220215	1.981
0.220703	3.42262
0.221191	3.67124
0.22168	2.64483
0.222168	0.700315
0.222656	-1.49708
0.223145	-3.19347
0.223633	-3.79814
0.224121	-3.10255
0.224609	-1.3523
0.225098	0.851988
0.225586	2.75456
0.226074	3.69734
0.226562	3.35397
0.227051	1.84599
0.227539	-0.30548
0.228027	-2.36651
0.228516	-3.62403
0.229004	-3.64056
0.229492	-2.41348
0.22998	-0.369551
0.230469	1.79279
0.230957	3.32914
0.231445	3.70603
0.231934	2.79432
0.232422	0.913793
0.23291	-1.29261
0.233398	-3.06863
0.233887	-3.79589
0.234375	-3.22328
0.234863	-1.55482
0.235352	0.63798
0.23584	2.60299
0.236328	3.66073
0.236816	3.4442
0.237305	2.03246
0.237793	-0.0871134
0.238281	-2.19068
0.23877	-3.55209
0.239258	-3.69743
0.239746	-2.57856
0.240234	-0.586464
0.240723	1.59768
0.241211	3.22386
0.241699	3.72702
0.242187	2.93351
0.242676	1.12273
0.243164	-1.08413
0.243652	-2.93377
0.244141	-3.78203
0.244629	-3.33491
0.245117	-1.75245
0.245605	0.421122
0.246094	2.44184
0.246582	3.61105
0.24707	3.5225
0.247559	2.21189
0.248047	0.131845
0.248535	-2.00711
0.249023	-3.46798
0.249512	-3.74156
0.25	-2.73568
0.250488	-0.801841
0.250977	1.39805
0.251465	3.1084
0.251953	3.73561
0.252441	3.064
0.25293	1.3299
0.253418	-0.872449
0.253906	-2.78895
0.254395	-3.75504
0.254883	-3.43467
0.255371	-1.9434
0.255859	0.203455
0.256348	2.27211
0.256836	3.5488
0.257324	3.58924
0.257812	2.38361
0.258301	0.349803
0.258789	-1.81736
0.259277	-3.37249
0.259766	-3.77346
0.260254	-2.8838
0.260742	-1.01469
0.26123	1.19233
0.261719	2.98194
0.262207	3.73198
0.262695	3.18332
0.263184	1.53126
0.263672	-0.657352
0.26416	-2.63464
0.264648	-3.71516
0.265137	-3.52251
0.265625	-2.12874
0.266113	-0.0151988
0.266602	2.09502
0.26709	3.47475
0.267578	3.64409
0.268066	2.54756
0.268555	0.566833
0.269043	-1.62142
0.269531	-3.2654
0.27002	-3.79226
0.270508	-3.02192
0.270996	-1.22396
0.271484	0.983098
0.271973	2.84502
0.272461	3.71508
0.272949	3.29219
0.273437	1.72766
0.273926	-0.441289
0.274414	-2.47187
0.274902	-3.66311
0.275391	-3.59918
0.275879	-2.30731
0.276367	-0.233958
0.276855	1.91032
0.277344	3.38819
0.277832	3.68569
0.27832	2.70237
0.278809	0.781725
0.279297	-1.42011
0.279785	-3.14726
0.280273	-3.79874
0.280762	-3.14966
0.28125	-1.42917
0.281738	0.771143
0.282227	2.69886
0.282715	3.68557
0.283203	3.38952
0.283691	1.91778
0.28418	-0.221754
0.284668	-2.30055
0.285156	-3.59833
0.285645	-3.66333
0.286133	-2.47727
0.286621	-0.451988
0.287109	1.71948
0.287598	3.29055
0.288086	3.7146
0.288574	2.84783
0.289062	0.993651
0.289551	-1.21412
0.290039	-3.01847
0.290527	-3.79279
0.291016	-3.26741
0.291504	-1.63011
0.291992	0.556038
0.29248	2.5425
0.292969	3.64329
0.293457	3.47524
0.293945	2.10121
0.294434	-0.00419195
0.294922	-2.12167
0.29541	-3.52171
0.295898	-3.71555
0.296387	-2.63939
0.296875	-0.668537
0.297363	1.52274
0.297852	3.18137
0.29834	3.73151
0.298828	2.98466
0.299316	1.20244
0.299805	-1.00428
0.300293	-2.87982
0.300781	-3.77356
0.30127	-3.37425
0.301758	-1.82526
0.302246	0.338943
0.302734	2.37859
0.303223	3.58878
0.303711	3.54919
0.304199	2.27837
0.304687	0.214948
0.305176	-1.93693
0.305664	-3.43381
0.306152	-3.75538
0.306641	-2.79327
0.307129	-0.883053
0.307617	1.32021
0.308105	3.06145
0.308594	3.73556
0.309082	3.11111
0.30957	1.40674
0.310059	-0.791578
0.310547	-2.73148
0.311035	-3.74151
0.311523	-3.46964
0.312012	-2.01447
0.3125	0.120691
0.312988	2.20616
0.313477	3.52251
0.313965	3.61172
0.314453	2.44669
0.314941	0.432888
0.31543	-1.74347
0.315918	-3.33311
0.316406	-3.78209
0.316895	-2.93691
0.317383	-1.09497
0.317871	1.11372
0.318359	2.93156
0.318848	3.7267
0.319336	3.22579
0.319824	1.60626
0.320312	-0.576169
0.320801	-2.57366
0.321289	-3.69659
0.321777	-3.55375
0.322266	-2.19706
0.322754	-0.0982727
0.323242	2.02633
0.32373	3.44287
0.324219	3.66108
0.324707	2.60694
0.325195	0.648608
0.325684	-1.54668
0.326172	-3.22255
0.32666	-3.79617
0.327148	-3.07155
0.327637	-1.30214
0.328125	0.903369
0.328613	2.79055
0.329102	3.70565
0.32959	3.33026
0.330078	1.79993
0.330566	-0.358233
0.331055	-2.40756
0.331543	-3.63944
0.332031	-3.62448
0.33252	-2.37191
0.333008	-0.316636
0.333496	1.83887
0.333984	3.35264
0.334473	3.69811
0.334961	2.75881
0.335449	0.862462
0.335937	-1.34259
0.336426	-3.09968
0.336914	-3.79825
0.337402	-3.19583
0.337891	-1.50558
0.338379	0.689572
0.338867	2.64035
0.339355	3.67075
0.339844	3.42254
0.340332	1.98798
0.34082	-0.140349
0.341309	-2.23369
0.341797	-3.57102
0.342285	-3.68413
0.342773	-2.53869
0.343262	-0.534576
0.34375	1.64575
0.344238	3.2505
0.344727	3.72301
0.345215	2.9011
0.345703	1.07321
0.346191	-1.13514
0.34668	-2.96711
0.347168	-3.78661
0.347656	-3.30867
0.348145	-1.70433
0.348633	0.474029
0.349121	2.48183
0.349609	3.62448
0.350098	3.50466
0.350586	2.16941
0.351074	0.0797565
0.351562	-2.05251
0.352051	-3.48944
0.352539	-3.73204
0.353027	-2.69865
0.353516	-0.75001
0.354004	1.44679
0.354492	3.13738
0.35498	3.7347
0.355469	3.03324
0.355957	1.28019
0.356445	-0.924485
0.356934	-2.82493
0.357422	-3.76284
0.35791	-3.41163
0.358398	-1.89784
0.358887	0.25667
0.359375	2.3149
0.359863	3.56477
0.360352	3.57458
0.36084	2.34276
0.361328	0.297145
0.361816	-1.86387
0.362305	-3.39667
0.362793	-3.76722
0.363281	-2.84842
0.36377	-0.963602
0.364258	1.24264
0.364746	3.01385
0.365234	3.73413
0.365723	3.15556
0.366211	1.48286
0.366699	-0.709847
0.367187	-2.67269
0.367676	-3.72541
0.368164	-3.50235
0.368652	-2.08443
0.369141	0.0375922
0.369629	2.13863
0.370117	3.49361
0.370605	3.63158
0.371094	2.5086
0.371582	0.514357
0.37207	-1.6696
0.372559	-3.29248
0.373047	-3.78881
0.373535	-2.98936
0.374023	-1.17395
0.374512	1.03452
0.375	2.87909
0.375488	3.72009
0.375977	3.26636
0.376465	1.68031
0.376953	-0.493781
0.377441	-2.51219
0.37793	-3.67682
0.378418	-3.58176
0.378906	-2.26403
0.379395	-0.180904
0.379883	1.95586
0.380371	3.41049
0.380859	3.6774
0.381348	2.66562
0.381836	0.729901
0.382324	-1.46897
0.382812	-3.17677
0.383301	-3.79834
0.383789	-3.11947
0.384277	-1.37994
0.384766	0.82281
0.385254	2.73513
0.385742	3.69382
0.38623	3.36691
0.386719	1.87206
0.387207	-0.27578
0.387695	-2.34314
0.388184	-3.61515
0.388672	-3.64873
0.38916	-2.43696
0.389648	-0.399869
0.390137	1.76599
0.390625	3.31528
0.391113	3.70904
0.391602	2.81379
0.39209	0.942424
0.392578	-1.26548
0.393066	-3.05105
0.393555	-3.79522
0.394043	-3.24007
0.394531	-1.58164
0.39502	0.608311
0.395508	2.58134
0.395996	3.65504
0.396484	3.4558
0.396973	2.05732
0.397461	-0.056657
0.397949	-2.16591
0.398437	-3.54166
0.398926	-3.70385
0.399414	-2.60072
0.399902	-0.615967
0.400391	1.5709
0.400879	3.21008
0.401367	3.72892
0.401855	2.9523
0.402344	1.15204
0.402832	-1.05581
0.40332	-2.91465
0.403809	-3.77914
0.404297	-3.34921
0.404785	-1.77834
0.405273	0.391766
0.405762	2.41913
0.40625	3.60294
0.406738	3.53213
0.407227	2.23576
0.407715	0.161362
0.408203	-1.98181
0.408691	-3.45581
0.40918	-3.74569
0.409668	-2.7563
0.410156	-0.831326
0.410645	1.37022
0.411133	3.09143
0.411621	3.73593
0.412109	3.08073
0.412598	1.35761
0.413086	-0.843752
0.413574	-2.76854
0.414062	-3.74974
0.414551	-3.44685
0.415039	-1.96846
0.415527	0.173546
0.416016	2.24875
0.416504	3.53954
0.416992	3.59758
0.41748	2.40672
0.417969	0.379776
0.418457	-1.79092
0.418945	-3.35826
0.419434	-3.77674
0.419922	-2.90287
0.42041	-1.04372
0.420898	1.16457
0.421387	2.96323
0.421875	3.73007
0.422363	3.19889
0.422852	1.55843
0.42334	-0.628087
0.423828	-2.61321
0.424316	-3.70886
0.424805	-3.53386
0.425293	-2.15361
0.425781	-0.0440222
0.42627	2.07083
0.426758	3.46315
0.427246	3.65027
0.427734	2.56893
0.428223	0.596017
0.428711	-1.59454
0.429199	-3.24956
0.429687	-3.79435
0.430176	-3.04005
0.430664	-1.2522
0.431152	0.95484
0.431641	2.82556
0.432129	3.71184
0.432617	3.30606
0.433105	1.75379
0.433594	-0.411319
0.434082	-2.44874
0.43457	-3.65469
0.435059	-3.60856
0.435547	-2.33053
0.436035	-0.263596
0.436523	1.88491
0.437012	3.37578
0.4375	3.69021
0.437988	2.7225
0.438477	0.810124
0.438965	-1.39256
0.439453	-3.13049
0.439941	-3.79953
0.44043	-3.16649
0.440918	-1.4571
0.441406	0.742034
0.441895	2.67801
0.442383	3.67968
0.442871	3.40111
0.443359	1.94334
0.443848	-0.193354
0.444336	-2.27671
0.444824	-3.58881
0.445312	-3.6713
0.445801	-2.4997
0.446289	-0.480925
0.446777	1.69346
0.447266	3.27641
0.447754	3.7182
0.448242	2.86754
0.44873	1.02232
0.449219	-1.18594
0.449707	-3.00021
0.450195	-3.79033
0.450684	-3.28219
0.451172	-1.65693
0.45166	0.526577
0.452148	2.5211
0.452637	3.63688
0.453125	3.48578
0.453613	2.12593
0.454102	0.0252875
0.45459	-2.09725
0.455078	-3.50974
0.455566	-3.72159
0.456055	-2.66091
0.456543	-0.697796
0.457031	1.49534
0.45752	3.16553
0.458008	3.73282
0.458496	3.00232
0.458984	1.22988
0.459473	-0.976134
0.459961	-2.8601
0.460449	-3.76972
0.460937	-3.3875
0.461426	-1.85108
0.461914	0.309433
0.462402	2.35537
0.462891	3.5807
0.463379	3.5588
0.463867	2.30154
0.464355	0.244438
0.464844	-1.91053
0.465332	-3.42012
0.46582	-3.75925
0.466309	-2.81285
0.466797	-0.911743
0.467285	1.29253
0.467773	3.04405
0.468262	3.73531
0.46875	3.12666
0.469238	1.43415
0.469727	-0.762286
0.470215	-2.71137
0.470703	-3.73582
0.471191	-3.48153
0.47168	-2.03981
0.472168	0.0906339
0.472656	2.18189
0.473145	3.51145
0.473633	3.61852
0.474121	2.46917
0.474609	0.461521
0.475098	-1.71717
0.475586	-3.3192
0.476074	-3.78592
0.476562	-2.95594
0.477051	-1.1231
0.477539	1.08542
0.478027	2.91256
0.478516	3.7246
0.479004	3.24097
0.479492	1.63317
0.47998	-0.546368
0.480469	-2.55169
0.480957	-3.68993
0.481445	-3.56323
0.481934	-2.2212
0.482422	-0.127797
0.48291	2.00112
0.483398	3.43182
0.483887	3.6669
0.484375	2.62788
0.484863	0.677862
0.485352	-1.51836
0.48584	-3.20591
0.486328	-3.79742
0.486816	-3.08874
0.487305	-1.33103
0.487793	0.87435
0.488281	2.77088
0.48877	3.70128
0.489258	3.34357
0.489746	1.82605
0.490234	-0.328885
0.490723	-2.38488
0.491211	-3.63162
0.491699	-3.63395
0.492187	-2.39582
0.492676	-0.34742
0.493164	1.81298
0.493652	3.33949
0.494141	3.70231
0.494629	2.77871
0.495117	0.891204
0.495605	-1.31463
0.496094	-3.08273
0.496582	-3.79742
0.49707	-3.21164
0.497559	-1.53312
0.498047	0.660799
0.498535	2.6198
0.499023	3.66558
0.499512	3.43566
0.5	2.01326
0.500488	-0.110089
0.500977	-2.20947
0.501465	-3.56051
0.501953	-3.69185
0.502441	-2.56185
0.50293	-0.563518
0.503418	1.61868
0.503906	3.23584
0.504395	3.72536
0.504883	2.91941
0.505371	1.10144
0.505859	-1.10698
0.506348	-2.94829
0.506836	-3.78409
0.507324	-3.3239
0.507812	-1.73136
0.508301	0.444444
0.508789	2.45928
0.509277	3.61728
0.509766	3.51496
0.510254	2.19317
0.510742	0.108458
0.51123	-2.02715
0.511719	-3.47752
0.512207	-3.73736
0.512695	-2.71922
0.513184	-0.779395
0.513672	1.41937
0.51416	3.12097
0.514648	3.73557
0.515137	3.05087
0.515625	1.30802
0.516113	-0.894802
0.516602	-2.80469
0.51709	-3.75829
0.517578	-3.42459
0.518066	-1.92357
0.518555	0.22677
0.519043	2.2907
0.519531	3.55615
0.52002	3.58289
0.520508	2.36543
0.520996	0.326723
0.521484	-1.8379
0.521973	-3.38326
0.522461	-3.77083
0.522949	-2.86808
0.523437	-0.992187
0.523926	1.21459
0.524414	2.9956
0.524902	3.73261
0.525391	3.17088
0.525879	1.51125
0.526367	-0.68034
0.526855	-2.65191
0.527344	-3.71979
0.527832	-3.51405
0.52832	-2.1088
0.528809	0.00828666
0.529297	2.11404
0.529785	3.483
