Time - Voltage (FFT - (RMS))	Amplitude - Voltage (FFT - (RMS))
0	4.43306
1.024	1.68754
2.048	-28.1603
3.072	-31.7378
4.096	-37.2746
5.12	-41.5985
6.144	-41.9869
7.168	-44.118
8.192	-49.6765
9.216	-56.5388
10.24	-55.3334
11.264	-57.5352
12.288	-64.8137
13.312	-63.4486
14.336	-63.6406
15.36	-68.6953
16.384	-73.3232
17.408	-71.8201
18.432	-66.2074
19.456	-76.0969
20.48	-66.096
21.504	-59.9109
22.528	-56.9907
23.552	-69.7506
24.576	-55.9438
25.6	-52.976
26.624	-56.9088
27.648	-58.0021
28.672	-53.021
29.696	-47.7134
30.72	-49.9989
31.744	-46.3138
32.768	-42.2184
33.792	-40.1248
34.816	-29.5232
35.84	-19.9982
36.864	-13.858
37.888	-11.9257
38.912	-13.5735
39.936	-18.764
40.96	-28.5385
41.984	-41.8049
43.008	-44.1181
44.032	-46.4528
45.056	-58.863
46.08	-58.816
47.104	-60.9687
48.128	-55.1608
49.152	-53.3716
50.176	-53.8474
51.2	-59.3037
52.224	-58.8754
53.248	-56.0038
54.272	-57.1044
55.296	-60.5881
56.32	-61.9246
57.344	-59.4668
58.368	-60.1719
59.392	-61.5696
60.416	-61.4035
61.44	-64.1168
62.464	-63.3199
63.488	-59.6486
64.512	-62.7112
65.536	-64.1449
66.56	-55.2951
67.584	-52.387
68.608	-52.6579
69.632	-52.0641
70.656	-49.1323
71.68	-46.4284
72.704	-44.511
73.728	-42.8613
74.752	-41.2018
75.776	-40.1139
76.8	-40.1125
77.824	-41.2881
78.848	-43.6631
79.872	-46.9769
80.896	-50.1746
81.92	-52.3583
82.944	-55.8347
83.968	-60.6166
84.992	-59.4522
86.016	-58.7215
87.04	-61.8326
88.064	-74.9454
89.088	-68.57
90.112	-66.1592
91.136	-68.4311
92.16	-67.6949
93.184	-67.7891
94.208	-72.1172
95.232	-64.9986
96.256	-63.359
97.28	-66.4186
98.304	-66.748
99.328	-62.5795
100.352	-61.5677
101.376	-65.9498
102.4	-76.9821
103.424	-64.6848
104.448	-61.3523
105.472	-58.7183
106.496	-57.6419
107.52	-56.2269
108.544	-56.547
109.568	-50.509
110.592	-44.1392
111.616	-39.864
112.64	-37.4617
113.664	-36.7316
114.688	-37.4701
115.712	-39.5847
116.736	-43.0794
117.76	-48.3655
118.784	-56.4751
119.808	-69.6685
120.832	-68.2966
121.856	-70.5278
122.88	-70.2203
123.904	-69.8943
124.928	-79.9889
125.952	-69.3165
126.976	-65.26
128	-66.7273
129.024	-76.5789
130.048	-75.8239
131.072	-68.8206
132.096	-71.9199
133.12	-75.4043
134.144	-75.8796
135.168	-71.5611
136.192	-69.4427
137.216	-69.5151
138.24	-71.3561
139.264	-70.3376
140.288	-75.723
141.312	-71.2111
142.336	-63.829
143.36	-60.9365
144.384	-60.1314
145.408	-60.5175
146.432	-60.2502
147.456	-59.2173
148.48	-57.7361
149.504	-57.1874
150.528	-57.1878
151.552	-56.7096
152.576	-54.8463
153.6	-52.6556
154.624	-52.0451
155.648	-52.8386
156.672	-54.8312
157.696	-57.6843
158.72	-60.4768
159.744	-63.2887
160.768	-65.789
161.792	-68.6571
162.816	-69.285
163.84	-71.351
164.864	-79.0816
165.888	-79.1052
166.912	-88.0768
167.936	-79.9197
168.96	-83.4252
169.984	-80.0313
171.008	-78.7034
172.032	-87.4282
173.056	-74.2565
174.08	-67.479
175.104	-67.6558
176.128	-72.4553
177.152	-83.3032
178.176	-72.1087
179.2	-72.5126
180.224	-73.2976
181.248	-69.4676
182.272	-66.6394
183.296	-67.1411
184.32	-66.5892
185.344	-59.7568
186.368	-54.7888
187.392	-52.1451
188.416	-51.7113
189.44	-53.4606
190.464	-56.3142
191.488	-57.1234
192.512	-57.1869
193.536	-59.0924
194.56	-63.8342
195.584	-72.935
196.608	-79.4969
197.632	-75.4107
198.656	-71.2572
199.68	-68.9526
200.704	-69.1459
201.728	-73.1611
202.752	-80.2189
203.776	-79.7175
204.8	-73.5776
205.824	-74.4592
206.848	-79.8459
207.872	-79.8284
208.896	-76.4469
209.92	-79.4382
210.944	-84.7269
211.968	-80.8122
212.992	-76.9456
214.016	-76.7201
215.04	-80.3617
216.064	-81.7063
217.088	-76.208
218.112	-71.5258
219.136	-68.2566
220.16	-67.8767
