Time - Voltage (FFT - (RMS))	Amplitude - Voltage (FFT - (RMS))
0	4.38085
1.024	1.64662
2.048	-26.6765
3.072	-30.7106
4.096	-36.7639
5.12	-40.437
6.144	-40.9881
7.168	-44.1554
8.192	-49.7715
9.216	-51.6733
10.24	-52.0003
11.264	-57.4528
12.288	-76.7869
13.312	-59.3081
14.336	-59.6363
15.36	-64.5739
16.384	-73.5365
17.408	-63.1951
18.432	-59.6143
19.456	-64.0873
20.48	-64.6567
21.504	-56.7049
22.528	-54.0015
23.552	-64.9725
24.576	-54.5701
25.6	-50.072
26.624	-51.0463
27.648	-53.9498
28.672	-50.4633
29.696	-45.6952
30.72	-49.0102
31.744	-43.8037
32.768	-38.4328
33.792	-39.165
34.816	-29.514
35.84	-19.4621
36.864	-12.8655
37.888	-10.7662
38.912	-12.4696
39.936	-17.3414
40.96	-26.9058
41.984	-41.4442
43.008	-40.7896
44.032	-44.0329
45.056	-54.8888
46.08	-52.6824
47.104	-54.2401
48.128	-52.5821
49.152	-51.6057
50.176	-51.0386
51.2	-56.0865
52.224	-53.8466
53.248	-51.7352
54.272	-54.4186
55.296	-57.6998
56.32	-55.6724
57.344	-54.6832
58.368	-56.7764
59.392	-59.4555
60.416	-56.6738
61.44	-57.6033
62.464	-59.559
63.488	-55.9839
64.512	-55.782
65.536	-62.6629
66.56	-56.9002
67.584	-51.9052
68.608	-51.8055
69.632	-52.5867
70.656	-48.4939
71.68	-45.095
72.704	-43.2634
73.728	-41.9787
74.752	-40.2663
75.776	-38.6789
76.8	-37.9493
77.824	-38.6135
78.848	-41.188
79.872	-45.4618
80.896	-49.0868
81.92	-50.6665
82.944	-54.1408
83.968	-60.983
84.992	-59.5889
86.016	-58.38
87.04	-63.5963
88.064	-73.4718
89.088	-64.3497
90.112	-63.1968
91.136	-65.9582
92.16	-62.3311
93.184	-62.1235
94.208	-65.8039
95.232	-63.7026
96.256	-59.5358
97.28	-61.7477
98.304	-73.0473
99.328	-60.6754
100.352	-57.6919
101.376	-59.4022
102.4	-67.3309
103.424	-65.4234
104.448	-60.6673
105.472	-58.4902
106.496	-55.3686
107.52	-53.3446
108.544	-55.6276
109.568	-51.7882
110.592	-42.9198
111.616	-37.8394
112.64	-35.2104
113.664	-34.414
114.688	-35.2694
115.712	-37.638
116.736	-41.5653
117.76	-47.1559
118.784	-55.2944
119.808	-65.2502
120.832	-69.2846
121.856	-73.7652
122.88	-69.4979
123.904	-68.2493
124.928	-70.2598
125.952	-64.994
126.976	-62.5981
128	-65.1332
129.024	-79.197
130.048	-68.9598
131.072	-65.6152
132.096	-67.3213
133.12	-76.0053
134.144	-78.3942
135.168	-72.2202
136.192	-72.7431
137.216	-78.1097
138.24	-70.0382
139.264	-66.6951
140.288	-65.7961
141.312	-67.4825
142.336	-65.8804
143.36	-62.2005
144.384	-60.0936
145.408	-60.1673
146.432	-60.3611
147.456	-58.763
148.48	-56.3578
149.504	-54.0934
150.528	-52.9327
151.552	-52.7388
152.576	-52.5238
153.6	-51.4099
154.624	-50.81
155.648	-51.0796
156.672	-52.5073
157.696	-55.0749
158.72	-58.4692
159.744	-60.8316
160.768	-61.3989
161.792	-62.6068
162.816	-66.0656
163.84	-72.4945
164.864	-83.8391
165.888	-75.6669
166.912	-73.6219
167.936	-74.1287
168.96	-74.7813
169.984	-72.0057
171.008	-70.7898
172.032	-74.0258
173.056	-82.0058
174.08	-70.5579
175.104	-67.9707
176.128	-69.8953
177.152	-78.2648
178.176	-85.1874
179.2	-78.6062
180.224	-73.1176
181.248	-68.5741
182.272	-66.0762
183.296	-66.2903
184.32	-70.3243
185.344	-60.0832
186.368	-53.2034
187.392	-49.9002
188.416	-48.8815
189.44	-49.5336
190.464	-51.1892
191.488	-52.4727
192.512	-53.6457
193.536	-56.7999
194.56	-63.636
195.584	-76.2586
196.608	-94.4499
197.632	-73.2055
198.656	-66.4066
199.68	-63.936
200.704	-65.1537
201.728	-69.1678
202.752	-77.019
203.776	-72.7321
204.8	-70.1607
205.824	-72.2595
206.848	-78.0379
207.872	-77.7091
208.896	-78.8941
209.92	-78.4065
210.944	-85.5192
211.968	-77.6608
212.992	-74.8313
214.016	-76.0753
215.04	-76.8882
216.064	-74.7592
217.088	-74.8382
218.112	-75.1322
219.136	-73.3439
220.16	-71.7522
221.184	-71.1384
222.208	-71.973
223.232	-72.4697
224.256	-69.929
225.28	-67.9629
226.304	-65.8578
227.328	-62.6462
228.352	-59.1958
229.376	-57.2554
230.4	-57.1644
231.424	-59.2868
232.448	-62.6843
233.472	-66.5597
234.496	-67.7277
235.52	-68.6418
236.544	-71.9246
237.568	-81.8857
238.592	-74.6652
239.616	-69.9735
240.64	-72.67
241.664	-80.525
242.688	-80.1744
243.712	-75.7559
244.736	-74.0542
245.76	-72.6034
246.784	-75.531
247.808	-80.6597
248.832	-80.8484
249.856	-73.7623
250.88	-73.1872
251.904	-78.0672
252.928	-84.5141
253.952	-76.4468
254.976	-74.0323
256	-77.3273
257.024	-70.5294
258.048	-68.3023
259.072	-70.7822
260.096	-77.373
261.12	-64.1245
262.144	-59.8029
263.168	-57.8992
264.192	-58.0401
265.216	-60.217
266.24	-63.4809
267.264	-66.1719
268.288	-66.4953
269.312	-66.0888
270.336	-67.3446
271.36	-69.9695
272.384	-72.9446
273.408	-78.2129
274.432	-83.0972
275.456	-72.3961
276.48	-69.9592
277.504	-71.3206
278.528	-75.95
279.552	-85.3248
280.576	-82.5337
281.6	-76.0359
282.624	-75.9541
283.648	-79.2962
284.672	-90.9025
285.696	-88.3337
286.72	-85.1074
287.744	-100.269
288.768	-82.4553
289.792	-80.338
290.816	-78.7689
291.84	-79.1397
292.864	-78.5899
293.888	-80.0559
294.912	-83.5419
295.936	-94.1232
296.96	-84.3661
297.984	-81.3957
299.008	-76.8241
300.032	-74.5369
301.056	-72.8802
302.08	-71.5801
303.104	-67.9746
304.128	-66.5829
305.152	-66.1431
306.176	-67.8737
307.2	-66.8709
308.224	-66.2458
309.248	-65.6977
310.272	-66.4543
311.296	-68.6538
312.32	-70.1998
313.344	-70.5365
314.368	-72.0654
315.392	-77.5888
316.416	-97.1153
317.44	-83.9413
318.464	-86.4967
319.488	-82.6591
320.512	-77.7374
321.536	-80.1647
322.56	-87.342
323.584	-82.1637
324.608	-82.1042
325.632	-86.5374
326.656	-101.977
327.68	-89.9713
328.704	-84.2505
329.728	-81.0482
330.752	-85.7662
331.776	-74.1322
332.8	-70.0181
333.824	-69.966
334.848	-75.0119
335.872	-79.8686
336.896	-70.1008
337.92	-66.2165
338.944	-64.6449
339.968	-65.1951
340.992	-65.8185
342.016	-66.6019
343.04	-68.6178
344.064	-72.1273
345.088	-74.0405
346.112	-73.5652
347.136	-75.1955
348.16	-90.732
349.184	-76.7029
350.208	-71.5717
