Time - Voltage (FFT - (RMS))	Amplitude - Voltage (FFT - (RMS))
0	-32.748
4	-35.7424
8	-100.609
12	-96.1906
16	-97.7887
20	-93.7329
24	-89.3207
28	-87.4214
32	-90.4571
36	-92.1352
40	-91.2259
44	-101.482
48	-93.9731
52	-90.8208
56	-84.3906
60	-81.7479
64	-82.1138
68	-87.0303
72	-91.4249
76	-85.3986
80	-90.6536
84	-86.7124
88	-90.2705
92	-83.0655
96	-83.1528
100	-84.4971
104	-83.7164
108	-80.2964
112	-80.0804
116	-78.68
120	-77.0307
124	-76.5302
128	-73.9825
132	-72.5877
136	-71.4545
140	-69.2465
144	-67.1797
148	-64.8413
152	-62.8688
156	-59.9051
160	-57.1339
164	-53.8046
168	-50.0049
172	-45.6033
176	-40.1909
180	-33.3205
184	-23.7661
188	-6.73327
192	7.07596
196	6.98109
200	-7.16923
204	-23.964
208	-33.4475
212	-40.2852
216	-45.7013
220	-50.0506
224	-53.8725
228	-57.1944
232	-60.1006
236	-62.5907
240	-65.2111
244	-67.4383
248	-68.8661
252	-71.6747
256	-72.1731
260	-74.6727
264	-77.5768
268	-77.029
272	-77.9592
276	-80.5322
280	-82.287
284	-81.8058
288	-83.6565
292	-86.0787
296	-83.1365
300	-93.6827
304	-86.152
308	-87.7805
312	-87.7876
316	-90.9467
320	-91.1111
324	-100.882
328	-86.1305
332	-93.5659
336	-89.7086
340	-96.2109
344	-88.4133
348	-98.675
352	-93.2356
356	-105.066
360	-94.5366
364	-99.5774
368	-113.502
372	-100.04
376	-97.5124
380	-94.676
384	-74.7948
388	-68.9796
392	-74.7177
396	-103.631
400	-95.1889
404	-103.52
408	-89.8643
412	-91.7382
416	-98.8157
420	-103.67
424	-103.364
428	-104.131
432	-106.237
436	-102.031
440	-95.4116
444	-103.998
448	-103.067
452	-93.4709
456	-93.14
460	-96.4256
464	-91.0731
468	-92.5725
472	-100.871
476	-101.683
480	-97.5308
484	-92.7787
488	-95.5819
492	-94.8793
496	-89.6591
500	-95.7299
504	-108.226
508	-92.1976
512	-87.6104
516	-94.4361
520	-95.963
524	-90.5262
528	-94.8417
532	-113.434
536	-97.6173
540	-102.762
544	-101.475
548	-95.9876
552	-104.435
556	-94.9488
560	-98.5352
564	-98.4199
568	-88.5851
572	-94.7974
576	-73.0252
580	-59.4595
584	-59.68
588	-73.7805
592	-94.3377
596	-89.3774
600	-97.4094
604	-112.458
608	-101.369
612	-100.645
616	-102.73
620	-93.6657
624	-89.2318
628	-97.9686
632	-99.7297
636	-94.5149
640	-85.3847
644	-90.1396
648	-96.6138
652	-97.1583
656	-101.345
660	-103.688
664	-96.9665
668	-93.4614
672	-94.1505
676	-99.2051
680	-104.62
684	-96
688	-91.6873
692	-92.2599
696	-104.048
700	-104.557
704	-98.2002
708	-100.185
712	-97.317
716	-94.5786
720	-92.0235
724	-97.8205
728	-98.1855
732	-98.6135
736	-94.7643
740	-92.8246
744	-100.091
748	-93.0217
752	-89.2305
756	-94.4886
760	-106.573
764	-106.957
768	-93.159
772	-91.0648
776	-93.9741
780	-94.1553
784	-96.7399
788	-101.572
792	-104.455
796	-100.491
800	-98.6046
804	-95.6574
808	-92.6436
812	-95.5528
816	-95.5391
820	-105.22
824	-96.7264
828	-97.2168
832	-100.48
836	-91.2043
840	-91.174
844	-94.3641
848	-99.9696
852	-98.5353
856	-95.6717
860	-100.539
864	-95.5598
868	-94.46
872	-97.8597
876	-100.76
880	-91.6577
884	-93.666
888	-96.3834
892	-100.651
896	-99.5893
900	-108.142
904	-100.815
908	-99.4524
912	-98.4982
916	-107.99
920	-108.958
924	-102.479
928	-96.503
932	-100.678
936	-97.6508
940	-105.723
944	-98.1999
948	-109.362
952	-104.887
956	-97.4685
960	-93.8913
964	-96.0084
968	-99.6991
972	-96.3864
976	-96.2858
980	-97.5223
984	-92.8698
988	-116.09
992	-95.593
996	-92.8377
1000	-95.3607
1004	-99.503
1008	-99.3882
1012	-109.664
1016	-100.42
1020	-101.357
